Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter's Bandwagon Investors: The Other People Poised to Profit on IPO Day -- WSJ Blog Twitter's Bandwagon Investors: The Other People Poised to Profit on IPO Day... DJ Twitter's Bandwagon Investors: The Other People Poised to Profit on IPO Day... DJ Twitter's Bandwagon Investors: The Other People Poised to Profit on IPO Day...,The Wall Street Journal,9/17/2013,779,(This story has been posted on The Wall Street Journal Online's Venture Capital Dispatch blog at http://blogs.wsj.com/venturecapital/) By Yuliya Chernova and Lizette Chapman,Twitter,Technology,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More Twitter ads likely after IPO,Tulsa World,9/17/2013,385,Brace yourself for more changes in the Twitter experience. That's the main takeaway I'm getting from the social network's announcement that it will become a public company through a confidential IPO.,Twitter,Technology,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How IPO Will Change Twitter,Dow Jones News Service,9/18/2013,842,"Though most of Twitter's 200 million users probably haven't even given 140 characters' worth of thought to the company's upcoming initial public offering, the social media company's decision to go public likely will change the site in ...",Twitter,Technology,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How IPO Will Change Twitter,Dow Jones News Service,9/18/2013,852,"Though most of Twitter's 200 million users probably haven't even given 140 characters' worth of thought to the company's upcoming initial public offering, the social media company's decision to go public likely will change the site in ...",Twitter,Technology,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Under IPO Spotlight, Twitter Refreshes Its Apps -- WSJ Blog",The Wall Street Journal,9/18/2013,318,"(This story has been posted on The Wall Street Journal Online's Digits blog at http://blogs.wsj.com/digits/) By Yoree Koh Twitter on Wednesday released a fresh version of its iPhone and iPad mobile apps, making minor improvements that it says ...",Twitter,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Under IPO Spotlight, Twitter Refreshes Its Apps -- WSJ Blog",The Wall Street Journal,9/18/2013,328,"(This story has been posted on The Wall Street Journal Online's Digits blog at http://blogs.wsj.com/digits/) By Yoree Koh Twitter on Wednesday released a fresh version of its iPhone and iPad mobile apps, making minor improvements that it says ...",Twitter,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter IPO - ETX Capital Establishes Greymarket for the Social Networking Service Twitter IPO - ETX Capital Establishes Greymarket for the Social Networking Service,Wireless News,9/18/2013,451,"ETX Capital is providing clients the opportunity to spread bet on or trade CFDs of Twitter, the online social networking service ahead of the group's IPO debut.",Twitter,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tweetable facts about Twitter's IPO,The Telegraph,9/19/2013,484,"Twitter has redefined the way we communicate, get news and share tidbits of our lives. It has even been credited with starting a revolution or two. The company, based in San Francisco, announced Sept. 12 that it intends to sell stock to the ...",Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are you waiting for, Twitter? IPO market is red-hot",Contra Costa Times,9/20/2013,1305,,Twitter,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When will Twitter IPO? By Thanksgiving, likely",Silicon Valley/San Jose Business Journal,9/20/2013,163,"Twitter's much-anticipated initial public offering is likely to come before Thanksgiving,  Reuters reported Friday. The San Francisco microblogging company on Sept. 12  said it had confidentially submitted paperwork to the Securities and ...",Twitter,Technology,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are you waiting for, Twitter? IPO market is red-hot What are you waiting for, Twitter? IPO market is red-hot",The Oakland Tribune,9/20/2013,1293,"Today: Silicon Valley software firms FireEye and Rocket Fuel blaze higher in public debuts, signalling a booming market as lines up its initial public offering. Also: ( ) falls amid busy iPhone launch; , Tesla and ( ) hit record highs.",Twitter,Technology,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How Twitter became an unlikely tech darling, and soon, an IPO; Social media app began on a lark",St. Paul Pioneer Press,9/22/2013,1118,"It began as a side project at a floundering dot-com. Its chief executive is a failed improv comic. And for years, even its most ardent backers struggled to understand how it would make money.",Twitter,Technology,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER'S SURPRISE; UNEXPECTED IPO FILING RAISES QUESTION: WHY NOW?,Watertown Daily Times,9/22/2013,759,"Twitter's IPO filing Sept. 12 has prompted two reactions: ""Wow"" and ""Why now?"" While the San Francisco micro-blogging site has been widely believed to be on the path to an initial public offering, most pundits hadn't expected it to happen ...",Twitter,Technology,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specter of Facebook's ugly debut looms over Twitter IPO,Investment News,9/23/2013,928,"Ever since Twitter Inc. two weeks ago said that it had filed to go public, the temptation has been to draw comparisons to the now-infamous May 2012 public offering of Facebook Inc.",Twitter,Technology,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ProfNet Experts Available on Twitter IPO, Dow Jones, Word-of-Mouth Marketing, More",PR Newswire,9/23/2013,2171,"Also in This Edition: Jobs for Writers and Media Industry Blog Posts 
  NEW YORK, Sept. 23, 2013 /PRNewswire/ -- Below are experts from the ProfNet network that are available to discuss timely issues in your coverage area. If you are ...",Twitter,Technology,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter Pitches Itself to TV Networks; Ahead of IPO, Social-Media Site Rolls Out Wider Range of Ad Products",The Wall Street Journal,9/23/2013,1053,"Ahead of its stock market debut, Twitter Inc. is hoping for a breakout role on TV this fall: moneymaker. As television networks crank up their marketing machines to promote new fall shows, Twitter wants to squeeze more dollars out of its ...",Twitter,Technology,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The good and the bad of the Twitter IPO,U-Wire,9/23/2013,583,"Washington University - St. Louis ; St. Louis, WA - forum By Alex Bernstein Earlier this month, one of the largest still-private startups that seems to have reached ubiquity in today's ever-connected world announced it had filed for an ...",Twitter,Technology,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahead of July Filing, Twitter IPO Designed as ""Less Anti-Facebook Than Anti-Old-Twitter"" -- All Things D Ahead of July Filing, Twitter IPO Designed as ""Less Anti-Facebook Than Anti-Old Twitter"" -- All Things D",All Things Digital,9/24/2013,1267,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Did you know Twitter actually filed its IPO documents in mid-July?,Twitter,Technology,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahead of July Filing, Twitter IPO Designed as ""Less Anti-Facebook Than Anti-Old-Twitter"" -- All Things D",All Things Digital,9/24/2013,1288,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Did you know Twitter actually filed its IPO documents in mid-July?,Twitter,Technology,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahead of July Filing, Twitter IPO Designed as ""Less Anti-Facebook Than Anti-Old Twitter"" -- All Things D",Dow Jones News Service,9/24/2013,1277,,Twitter,Technology,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter rolls out personal recommendations feature ahead of IPO,Los Angeles Times,9/24/2013,383,"SAN FRANCISCO -- Twitter has rolled out a new feature that will recommend accounts to follow, part of its effort to get users to be more engaged and spend more time on the service ahead of its initial public stock offering.",Twitter,Technology,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter IPO could help it compete with tech giants ROAD TO IPO; Going public may help Twitter compete; The firm needs more cash to challenge tech giants Facebook and Google, analysts say.",Los Angeles Times,9/24/2013,1071,"Twitter needs a massive infusion of cash to fuel its global expansion and challenge the likes of Facebook and Google, analysts say. SAN FRANCISCO É?? Just days before telling the world that his company had filed to sell stock to the public, ...",Twitter,Technology,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYSE has edge over Nasdaq in battle of exchanges for Twitter IPO NYSE may be ahead in bid for Twitter IPO,Los Angeles Times,9/24/2013,348,"SAN FRANCISCO -- It's looking more and more like the New York Stock Exchange will win the Tweetstakes, the hotly contested battle with the Nasdaq Stock Market for Twitter's initial public stock offering.",Twitter,Technology,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROAD TO IPO; Going public may help Twitter compete; The firm needs more cash to challenge tech giants Facebook and Google, analysts say.",Los Angeles Times,9/24/2013,1079,,Twitter,Technology,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter IPO - ETX Capital Establishes Greymarket for the Social Networking Service,Professional Services Close-Up,9/24/2013,451,,Twitter,Technology,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why Twitter's secret IPO process is the new normal,Silicon Valley/San Jose Business Journal,9/24/2013,685,"Twitter recently made tech history by being  the last social network of appreciable size to file for a public offering, but if you'd like more information than that, you're out of luck.",Twitter,Technology,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Move aside Twitter, Alibaba is now biggest U.S. tech IPO on horizon",Contra Costa Times,9/25/2013,1263,"Today: Alibaba's talks with Hong Kong exchange break down, moving Yahoo ( YHOO) investment's initial public offering to United States. Also: New Wall Street records for Facebook, Tesla.",Twitter,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter Adds J.P. Morgan And Morgan Stanley As Bankers On IPO, Sources Say",Dow Jones News Service,9/25/2013,394,"Twitter Inc. has tapped two more banks, J.P. Morgan Chase & Co. (JPM) and Morgan Stanley (MS), to help lead its coming initial public offering, people familiar with the matter said.",Twitter,Technology,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter Adds J.P. Morgan And Morgan Stanley As Bankers On IPO, Sources Say",Dow Jones News Service,9/25/2013,464,,Twitter,Technology,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYSE may be ahead in bid for Twitter IPO,Los Angeles Times,9/25/2013,323,,Twitter,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Move aside Twitter, Alibaba is now biggest U.S. tech IPO on horizon",The Oakland Tribune,9/25/2013,1243,"Today: Alibaba's talks with Hong Kong exchange break down, moving ( ) investment's initial public offering to United States. Also: New Wall Street records for , Tesla.",Twitter,Technology,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Adds Banks For IPO,The Wall Street Journal,9/25/2013,336,"Twitter Inc. has tapped two more banks, J.P. Morgan Chase & Co. and Morgan Stanley, to help lead its coming initial public offering, said people familiar ...",Twitter,Technology,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will the Twitter Add a Woman Director Before the IPO? -- All Things D Will the Twitter Add a Woman Director Before the IPO? -- All Things D Will Twitter Add a Woman Director Before the IPO? -- All Things D,All Things Digital,9/26/2013,607,"(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher There's no question that the Twitter board is full of accomplished and competent directors, perhaps more so ...",Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Adds J.P. Morgan and Morgan Stanley as Bankers on IPO -- All Things D,All Things Digital,9/26/2013,145,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos and Dana Cimilluca,Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Adds J.P. Morgan and Morgan Stanley as Bankers on IPO -- All Things D,All Things Digital,9/26/2013,155,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos and Dana Cimilluca,Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will the Twitter Add a Woman Director Before the IPO? -- All Things D,Dow Jones News Service,9/26/2013,616,,Twitter,Technology,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Adds Bankers On IPO Corporate News: Twitter Adds Banks for IPO,Dow Jones News Service,9/26/2013,381,"Twitter Inc. has tapped two more banks, J.P. Morgan Chase & Co. (JPM) and Morgan Stanley (MS), to help lead its coming initial public offering, people familiar with the matter said.",Twitter,Technology,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter IPO may be a big deal, but it won't be the biggest Twitter IPO may be a big deal, but it won't be the biggest ; Q: Is Twitter going to be the biggest Internet IPO ever? Twitter won't be the No. 1 Internet IPO",Gannett News Service,9/26/2013,230,"Q: Is Twitter going to be the biggest Internet IPO ever? A: When it comes to Internet IPOs, dollars and hype aren't necessarily equal. Given the level of interest in the initial public offering of online messaging service, Twitter, investors ...",Twitter,Technology,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter's post-IPO stock symbol? Oddsmakers favor 'TWTR' over 'TWIT',Los Angeles Times,9/26/2013,235,"SAN FRANCISCO -- What will Twitter choose as its ticker symbol? The smart money is betting on É??TWTR.É?ù At least, that's according to the oddsmakers in Las Vegas. They are leaning toward É??TWTRÉ?ù with odds of 5 to 6 over É??TWITÉ?ù 3 to 1, according ...",Twitter,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter adds JP Morgan Chase, Morgan Stanley to IPO",Silicon Valley/San Jose Business Journal,9/26/2013,161,Twitter has added J.P. Morgan Chase and Morgan Stanley to its list of banks heading the offering as it prepares for an IPO that could come as early as Thanksgiving.,Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evan Williams, Twitter's largest shareholder, looks to make $1.5B off IPO",Silicon Valley/San Jose Business Journal,9/26/2013,194,"Evan Williams is soon to be a very rich man. The Twitter co-founder is the San Francisco social media network's largest shareholder with about 15 percent,  Bloomberg reported.",Twitter,Technology,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Adds Banks for IPO,The Wall Street Journal,9/26/2013,324,,Twitter,Technology,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Twitter Add a Woman Director Before the IPO? -- All Things D,Dow Jones News Service,9/27/2013,611,,Twitter,Technology,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We'll Do Everything We Can to Get Twitter IPO' -- Nasdaq -- WSJ Blog,Dow Jones News Service,9/27/2013,279,,Twitter,Technology,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'We'll Do Everything We Can to Get Twitter IPO' -- Nasdaq -- WSJ Blog DJ 'We'll Do Everything We Can to Get Twitter IPO' -- Nasdaq -- WSJ Blog,The Wall Street Journal,9/27/2013,269,(This story has been posted on The Wall Street Journal Online's MoneyBeat blog at http://blogs.wsj.com/moneybeat/) By Richard Partington The man who oversees the listings business at transatlantic stock exchange Nasdaq OMX is not giving up on ...,Twitter,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter IPO may be a big deal, but it won't be the biggest ; Q: Is Twitter going to be the biggest Internet IPO ever?",USA Today,9/27/2013,242,,Twitter,Technology,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER IPO ALL ABOUT ITS RIVALS,Daily Press,9/28/2013,1030,,Twitter,Technology,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alibaba's Hong Kong woes a lesson for Twitter IPO,Gannett News Service,9/28/2013,691,"John Shinal Special for USA TODAY HOLD FOR RELEASE UNTIL 6 A.M. SUNDAY, SEPT. 29. SAN FRANCISCO -- Events playing out in Hong Kong suggest that any initial public offering of Twitter shares in the U.S. will come sooner, rather than later.",Twitter,Technology,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter IPO all about its rivals Company needs huge infusion of cash to take on Facebook, Google TWITTER IPO ALL ABOUT ITS RIVALS",South Florida Sun-Sentinel,9/28/2013,935,#NAME?,Twitter,Technology,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Could File Public IPO Papers Could This Week -- WSJ Blog,Dow Jones News Service,9/29/2013,238,,Twitter,Technology,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Could File Public IPO Papers Could This Week -- WSJ Blog,Dow Jones News Service,9/29/2013,216,,Twitter,Technology,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter won't be the No. 1 Internet IPO,Montgomery Advertiser,9/29/2013,180,,Twitter,Technology,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Could File Public IPO Papers Could This Week -- WSJ Blog Twitter Could File Public IPO Papers Could This Week -- WSJ Blog,The Wall Street Journal,9/29/2013,206,"(This story has been posted on The Wall Street Journal Online's Digits blog at http://blogs.wsj.com/digits/) By Telis Demos Twitter is planning to make public its secret filing for an initial public offering as soon as this week, people ...",Twitter,Technology,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Could File Public IPO Papers Could This Week -- WSJ Blog Twitter Could File Public IPO Papers Could This Week -- WSJ Blog,The Wall Street Journal,9/29/2013,248,"(This story has been posted on The Wall Street Journal Online's Digits blog at http://blogs.wsj.com/digits/) By Telis Demos Twitter is planning to make public its secret filing for an initial public offering as soon as this week, people ...",Twitter,Technology,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter Expected To Make IPO Filing Public This Week,Investor's Business Daily,9/30/2013,325,"Twitter will lay bare its business performance and prospects when it makes its IPO filing public, something that could happen this week. The microblogging service expects to trade in the stock market before Thanksgiving, news website Quartz ...",Twitter,Technology,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government shutdown looms + Wall Street uneasy + Twitter IPO filing this week + Siemens cutting jobs,Jacksonville Business Journal Online,9/30/2013,101,First Coast weather Pleasant start to the week. High of 83. See more weather at Action News. Business news from about the globe: Government shutdown nears as lawmakers trade blame   (Chicago Tribune),Twitter,Technology,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter's 'stealth IPO' shines spotlight on JOBS Act's effects,Los Angeles Times,9/30/2013,1391,"The JOBS Act, which lets start-ups seeking to go public file their paperwork confidentially, aims to reverse the steep decline in IPOs over the last decade.",Twitter,Technology,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter expected to make IPO filing public,Phoenix Business Journal Online,9/30/2013,110,Social media site Twitter Inc. will make public its filing for an initial public offering this week. Reuters reports the news site Quartz cited an anonymous source who is familiar with the micro-blogging site's plan. Twitter is expected to ...,Twitter,Technology,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter may file IPO papers this week,San Francisco Business Times Online,9/30/2013,119,"Twitter Inc. is planning to make a public filing for an IPO as early as this week, sources say. The Wall Street Journal reports the company is moving forward on its IPO and could begin trading as early as October or November.",Twitter,Technology,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter IPO filing could come this week,Silicon Valley/San Jose Business Journal,9/30/2013,306,Social media site  Twitter Inc. could make public its filing for an initial public offering this week. Reuters reports the news site Quartz cited an anonymous source who is familiar with the micro-blogging site's plan. Twitter is expected to ...,Twitter,Technology,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government shutdown looms + Wall Street uneasy + Twitter IPO filing this week + Siemens cutting jobs,South Florida Business Journal,9/30/2013,92,Business news from about the globe: Government shutdown nears as lawmakers trade blame (Chicago Tribune) Wall Street uneasy in face of government shutdown   (NYT),Twitter,Technology,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alibaba could spell trouble for Twitter ; Chinese company's IPO could end up on NYSE, a rival to U.S. company",USA Today,9/30/2013,682,"Events playing out in Hong Kong suggest that any initial public offering of Twitter shares in the U.S. will come sooner, rather than later. As noted in this column in July, the biggest Internet IPO on the horizon will come not from the San ...",Twitter,Technology,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twitter will conquer IPO, diversify",U-Wire,9/30/2013,647,"Carnegie Mellon University ; Pittsburgh, PA - news By Back in 2006, Twitter started as a side project by founder Jack Dorsey as a hedge against his dormant startup Odeo. Fast forward seven years, and Twitter has become one of the biggest ...",Twitter,Technology,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
