,Text,Label,Label180
682,"SAN FRANCISCO Dressed in his trademark hoodie and jeans, Facebook Inc. co-founder Mark Zuckerberg kicked off a cross-country roadshow to pitch his company's initial public stock offering.",Negative,Negative
683,"SAN FRANCISCO Facebook has a star, and it's not Mark Zuckerberg. Chris Cox, the lesser-known 29-year-old Facebook executive, has been stealing the roadshow from the social network's gawky chief executive since his breakout role in a slick ...",Negative,Negative
684,"Here's a tax tip for Mark Zuckerberg: Give up your U.S. citizenship. The 27-year-old Facebook Inc. founder could face a tax bill of more than $1 billion after the company's initial public offering, expected next week.",Negative,Negative
685,"In a world that's gone mobile, Facebook Inc. has a lot of catching up to do. Facebook pocketed a cool $3.1 billion last year from ads viewed from laptop and desktop computer screens, but it hasn't figured out a way to make big money on the ...",Negative,Negative
686,"SAN FRANCISCO The wait for tables is getting longer at Buck's, a popular breakfast spot for the tech elite and a weather vane for the Silicon Valley economy. Here, like everywhere else, Facebook is the talk of the town.",Negative,Negative
687,Facebook Inc. is certain to make a dramatic entrance to the stock market Friday with its hotly awaited initial public offering. What's less certain is whether you should buy the stock.,Negative,Negative
688,"In another move to beef up its mobile offering, Facebook has hired the entire staff of Lightbox, a tiny start-up known for its popular photo-sharing app for Android smartphones.",Negative,Negative
689,"NEW YORK Wall Street has one simple task as Facebook Inc. shares begin trading: Don't mess it up. Major stock exchanges, brokerage firms and mutual fund companies have been gearing up for one of the biggest initial public offerings on record. ...",Negative,Negative
690,"There wasn't much to like about Facebook's first day as a public company. The social media giant's stock rose by mere pennies in its initial public offering. The shares closed at $38.23, barely above the $38 IPO price.",Negative,Negative
691,"Facebook had a less-than-stellar debut on Wall Street, with shares rising only 23 cents above their $38 offering price. And just about everything else fell.",Negative,Negative
692,"Facebook shares fell flat on their Nasdaq debut, but another trading venue for the stock will open later this month. The Chicago Board Options Exchange will start listing option contracts on the Menlo Park company May 29, according to ...",Negative,Negative
693,"Wall Street didn't get the Facebook effect it was hoping for. In a sign that the social networking giant may have already become a bellwether for its sector, shares of virtually every social media company sank Friday with Facebook Inc.'s ...",Negative,Negative
694,"Facebook Inc.'s initial public offering isn't just a flop on Wall Street. It's also not making waves in social gaming land. Facebook, whose popularity among its nearly 1 billion users has been partly fueled by social games published by Zynga ...",Negative,Negative
695,"NEW YORK First it popped, then it flopped. Facebook Inc.'s much-hyped debut on Wall Street was an event watched around the world. The social network's initial public offering valued it at $104 billion -- more than market stalwarts such as ...",Negative,Negative
696,"As Facebook shares continued their slide, regulators launched inquiries into whether privileged Wall Street insiders were alerted to the company's weakening financial projections, leading them to shun the stock or dump shares just as buying ...",Negative,Negative
697,"New home sales are up. The unemployment rate is falling. Companies are buying one another, signaling confidence in the economy. But investors are turning their back on positive economic signs, looking nervously at Europe's seemingly ...",Negative,Negative
698,"WASHINGTON Already grappling with regulatory reviews of its troubled initial public offering, Facebook Inc. and the Wall Street banks that shepherded the deal are now under fire from lawmakers and lawyers.",Negative,Negative
699,WASHINGTON There was so much support in Washington two months ago for loosening rules on initial public offerings that Republicans and Democrats effortlessly passed a bill making it easier for smaller companies to raise money on Wall Street.,Negative,Negative
700,SAN FRANCISCO Outside Facebook's Silicon Valley campus is a giant sign with a hand giving a thumbs up. It may be the only place on the planet where Facebook is getting one of those.,Negative,Negative
701,The bears are after Facebook Inc. Shares of the social networking giant continued a precipitous plunge since the company's much-hyped initial public offering. The stock notched a 10% drop Tuesday and has lost about a quarter of its value ...,Negative,Negative
702,NEW YORK Nasdaq OMX Group Inc.'s proposed $40-million fund to repay brokerages that lost money during the botched Facebook IPO may not be all the exchange operator winds up paying for the debacle.,Negative,Negative
704,"Nearly two months after Facebook Inc.'s botched debut chilled the outlook for initial public offerings, five companies are looking for a thaw on Wall Street. They may be hoping for too much.",Negative,Negative
705,"""The fox,"" wrote the great philosopher Isaiah Berlin, ""knows many things, but the hedgehog knows one big thing."" As we think about that big corporate hedgehog Facebook Inc., which just released its first post-IPO earnings report, the ...",Negative,Negative
706,"SAN FRANCISCO Facebook was supposed to be one of the 21st century's hottest stocks, but its inaugural quarterly report as a public company may have doused hope for a technology rally on Wall Street.",Negative,Negative
707,NEW YORK Facebook Inc.'s botched IPO has claimed its biggest Wall Street casualty so far: Swiss banking giant UBS. The Nasdaq Stock Market has been roundly criticized for its handling of the social network's May 18 initial public offering of ...,Negative,Negative
708,"SAN FRANCISCO After flopping on Wall Street, Facebook Inc. will get a chance this week to win over investors when it reports quarterly earnings for the first time as a public company.",Negative,Negative
709,SAN FRANCISCO The countdown to Facebook Inc.'s initial public stock offering has officially begun. The social networking giant is aiming to begin selling its stock to the public in May and is taking carefully choreographed steps to prepare ...,Negative,Negative
710,"In advance of Facebook Inc.'s highly anticipated initial public offering scheduled to take place this week, around Friday, May 18, S&P Capital IQ's Internet equity analyst, Scott Kessler, has written ""Facebook Pre-IPO Report: ...",Negative,Negative
711,"Facebook (NASDAQ: FB) has announced the pricing of its initial public offering of 421,233,615 shares of its common stock at a price to the public of $38 per share.",Negative,Negative
712,"Gerard Hoberg, associate professor of finance for the Robert H. Smith School of Business at the University of Maryland, is available to discuss how the anticipated Facebook IPO will affect the company and discuss the factors that would make ...",Negative,Negative
715,Attorneys at Gilman Law reported that the Facebook IPO is now the subject of a Securities Fraud Lawsuit filed in the United States District Court in New York.,Negative,Negative
716,"NEW YORK (MarketWatch) â€” Yes, it's a foregone conclusion that the Facebook initial public offering will be the Super Bowl of stock sales. The publicity is already setting standards in hype.",Negative,Negative
717,"NEW YORK (MarketWatch) â€” In all likelihood, social-networking giant Facebook is going to file for an initial public offering in the very near future, as soon as Wednesday, if Wall Street Journal reports are to be believed.",Negative,Negative
718,"SAN FRANCISCO (MarketWatch) â€” Big gains from Seagate Technology PLC, AOL Inc. and Broadcom Corp. highlighted an upbeat day for the tech sector Wednesday, but online-retailing giant Amazon.com Inc. failed to join in the rally following its ...",Negative,Negative
719,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s $5 billion initial public offering would make it the biggest U.S. Internet IPO in history, surpassing the debut of the social networking giant's arch-rival Google Inc.",Negative,Negative
720,"Recent companies in the Web 2.0 generation The $100 billion-plus club Facebook's eventual market capitalization won't be known until its market debut draws nearer, but it has been estimated in the $100 billion range. That puts it in the elite ...",Negative,Negative
721,"An earlier version of this story misspelled Sheryl Sandberg's first name. The story has been corrected. SAN FRANCISCO (MarketWatch) â€” Facebook is widely believed to be readying its first initial-public-offering papers this week, with its ...",Negative,Negative
722,"MARKETWATCH FRONT PAGE In its long-awaiting prospectus for public investors, the No. 1 social-media company reports making a profit of $1 billion in 2010.",Negative,Negative
723,"An earlier version of this column incorrectly reported the average price-to-sales ratio of IPOs comparable to Facebook. CHAPEL HILL, N.C. (MarketWatch) â€” Another Google?",Negative,Negative
724,A MarketWatch column published on Feb. 1 incorrectly reported the average price-to-sales ratio of IPOs comparable to Facebook. It has been corrected. See corrected column.,Negative,Negative
725,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. filed papers on Wednesday for an initial public offering potentially worth $5 billion, which would make it the largest Internet-stock debut of all time.",Negative,Negative
726,"Right now, investors are wondering about the Facebook status of their mutual funds. It's not about funny pictures or sentimental feelings or what their fund managers have been eating, it's whether their fund has a ...",Negative,Negative
727,"Average investors pick stocks based on gut feelings, news and emotions. They live by one of the mantras of investment legend Peter Lynch, who espoused a know-what-you-own philosophy that amounted to this",Negative,Negative
728,"SAN FRANCISCO (MarketWatch) â€” After looking through Facebook's stock-registration statement, with which it could raise more than $5 billion, one thing is clear: The operator of the world's largest social network doesn't need the money.",Negative,Negative
729,SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s IPO has been analyzed from every possible angle in the last few days. Pundits have detailed everything from Chief Executive Mark Zuckerberg's breathtaking $1.5 billion tax hit when he exercises ...,Negative,Negative
730,Whether Facebook is the next great stock or a horrible bust and it seems like most opinions fall into one of those two extremes the question many investors will have after the company's initial public offering is ...,Negative,Negative
731,"SAN FRANCISCO (MarketWatch) â€” Millennial Media is set to unveil its much-anticipated initial public offering this week, with one analyst speculated that the mobile advertising firm's IPO could potentially outshine the much-anticipated debut ...",Negative,Negative
733,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s stunning last-minute acquisition of Instagram earlier this month â€” a solo deal pursued by Chief Executive Mark Zuckerberg â€” and the company's big patent deal this week, could be mucking up the ...",Negative,Negative
734,"SAN FRANCISCO (MarketWatch)â€”No company wants to launch its public stock offering in a bad market, not even the wildly over-hyped Facebook. Yet for all his controls over the company and his almost one billion users, Mark Zuckerberg can't ...",Negative,Negative
735,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. plans to sell 180 million shares at a price range of $28 to $35 per share in its initial public offering, expected later this month.",Negative,Negative
736,"MARKETWATCH FRONT PAGE Social-networking giant plans to sell 180 million shares at between $28 and $35 each in its IPO, expected later this month, according to an updated filing.",Negative,Negative
737,"SAN FRANCISCO (MarketWatch) â€” â€œIt's not called the wheel. It's called the carousel.â€ Fans of the AMC television series â€œMad Menâ€ will recognize these words as those of 1960s advertising executive Don Draper, played by actor Jon Hamm. Draper ...",Negative,Negative
738,"SAN FRANCISCO (MarketWatch) â€” Most investors realize that unless they work for a big mutual fund or institution, they won't likely be able to buy shares of Facebook when it makes its debut late next week.",Negative,Negative
739,SAN FRANCISCO (MarketWatch) â€” Activity in the market for initial public offerings is drying up ahead of the much-anticipated debut of Facebook Inc. late next week.,Negative,Negative
740,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s expected May 18 debut as a public company is not a foregone conclusion because of a delay in regulatory approval, according to a media report Friday.",Negative,Negative
741,"MARKETWATCH FRONT PAGE The social network's IPO, expected to debut May 18, isn't a foregone conclusion, according to a report. Also, Morningstar says investors may be underestimating the company's challenges.",Negative,Negative
742,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. hiked the expected price range of its initial public offering Tuesday morning, with the latest terms likely to raise at least $6.4 billion for the social network when the deal prices later this ...",Negative,Negative
743,SAN FRANCISCO (MarketWatch) â€” General Motors Co. has thrown a possible wet blanket on the growing hype over Facebook Inc.'s up-coming initial public offering that could value the social network at $100 billion or more.,Negative,Negative
744,"A previous version of this column incorrectly referred to Facebook using a Dutch auction IPO method. It has been corrected. SAN FRANCISCO (MarketWatch) â€” When it comes to comparing blockbuster Internet IPOs, make no mistake: The sequel ...",Negative,Negative
745,A May 15 MarketWatch column incorrectly made reference to Facebook's IPO as using a Dutch auction method. The column has been corrected. Read full column.,Negative,Negative
746,"SAN FRANCISCO (MarketWatch) â€” Technology stocks were weighed down by selling pressure in the chip sector on Wednesday, after a J.P. Morgan analyst sounded a bearish tone on the group.",Negative,Negative
747,"SAN FRANCISCO (MarketWatch) â€” Strong demand has allowed several early investors in Facebook to add more shares to the company's pending initial public offering, bringing the total value of the IPO to about $16 billion.",Negative,Negative
748,"SAN FRANCISCO (MarketWatch) â€” With Facebook expected to become the most valuable U.S. company at the time of IPO when it goes public on Friday, there is no end to the frenzy around the deal.",Negative,Negative
749,"NEW YORK (MarketWatch) â€” Itau BBA, the Brazilian investment bank, has recently landed supporting roles in two of Wall Street's highest-profile initial public offerings â€” those of social-networking giant Facebook Inc. and private-equity firm ...",Negative,Negative
750,"SAN FRANCISCO (MarketWatch) â€” If you're not getting a chance to buy Facebook Inc. shares before Friday's IPO, you're not alone. Some specialized exchange-traded funds will be on the sidelines along with most everyone else.",Negative,Negative
751,"SAN FRANCISCO (MarketWatch) â€” Hewlett-Packard Co. was able to defy a selloff across the rest of the technology sector Thursday, as word emerged that the troubled industry titan was planning to cut as many as 30,000 jobs.",Negative,Negative
752,"LOS ANGELES (MarketWatch) â€” Shares of Salesforce.com Inc. and Marvell Technology Group Ltd. each climbed Thursday evening following better-than-anticipated quarterly results from the tech companies, and Facebook Inc. moved closer to its ...",Negative,Negative
753,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. priced its initial public offering at $38 per share late Thursday afternoon, coming in at the high end of its estimated range with a $16 billion debut.",Negative,Negative
754,"MARKETWATCH FRONT PAGE Social network giant pulls trigger on long-awaited IPO, pricing its shares at $38 in a $16 billion deal â€” the largest debut ever for a technology firm.",Negative,Negative
755,"NEW YORK (MarketWatch) â€” The Facebook initial public offering fireworks are being lit by one factor alone: greed. Believe me. I know. The other day, my broker, an amiable fellow, breathlessly called me to say I could get in on the big ...",Negative,Negative
756,"NEW YORK (MarketWatch) â€” Even before today's close, Facebook Inc. was a part of Wall Street history. By pricing above its already revised range, Facebook Inc. (FB, US)Â joins 17 other companies' initial public offerings this year that priced ...",Negative,Negative
757,SAN FRANCISCO (MarketWatch) â€” Tech stocks ended up closing the week out on a largely negative note Friday as the much-awaited debut of Facebook sputtered and the Nasdaq Composite fell more than 1%.,Negative,Negative
758,SAN FRANCISCO (MarketWatch) â€” Wearing a hoodie may be the least of Mark Zuckerberg's problems now that Facebook Inc. has become a public company.,Negative,Negative
759,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s IPO was not the soaring rocket ship everyone had been expecting. There were a few factors at play: the general overall jittery stock market, with the Dow falling 12 out of the last 13 trading ...",Negative,Negative
760,"SAN FRANCISCO (MarketWatch) â€” Of all the possible scenarios for Facebook Inc.'s market debut that I handicapped, a flat-line performance wasn't among them.",Negative,Negative
761,"SAN FRANCISCO (MarketWatch) â€” The hotly anticipated initial public offering of Facebook Inc. on Friday largely fizzled, as the social network's debut was racked by technical problems as well as a market-wide selloff that clipped nearly all ...",Negative,Negative
762,LOS ANGELES (MarketWatch) â€” The Securities and Exchange Commission said late Friday it would look into the delayed trading start to Facebook Inc.'s much-anticipated debut after the Nasdaq stock exchange experienced problems getting trade ...,Negative,Negative
763,"MARKETWATCH FRONT PAGE Social network's shares weaken near the end of its first trading session following $16 billion initial public offering, missing the first-day â€œpop.â€",Negative,Negative
764,"Premarket news Investors were preparing for the biggest technology IPO on record, with Facebook shares(FB, US)Â due to start trading at 11 a.m. Eastern time.",Negative,Negative
765,"MARKETWATCH FRONT PAGE Social network's shares weaken near the end of its first trading session following its massive billion initial public offering, losing grip on the first-day pop.",Negative,Negative
766,"NEW YORK (MarketWatch) â€” Facebook's much-hyped initial public offering started out with lots of hope, but it ended Friday with a thud. The stock barely closed above the offering price of $38 a share â€” and only after the underwriters ...",Negative,Negative
767,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s shares sank on its second day of trading on Monday, with the stock falling below its IPO price and weighing down the shares of others in the social-networking space.",Negative,Negative
768,"MARKETWATCH FRONT PAGE Facebook's much-hyped initial public offering started out with lots of hope, but it ended with a thud, and Howard Gold explains why.",Negative,Negative
769,"SWARTHMORE, Penn. (MarketWatch) â€” The dust has not settled yet after the great Facebook fizzle, but it's not too early to ask just one question: Why would any individual investor in his or her right mind invest in stocks?",Negative,Negative
770,"BOSTON (MarketWatch)â€”In the past few days, thanks to the initial public offering of Facebook, investors have learned what the letters IPO really stand for: â€œIt's probably overpriced.â€",Negative,Negative
771,"SAN FRANCISCO (MarketWatch) â€” In years past, the biggest complaint among retail investors about the IPO process was a lack of access to these hot offerings. When it comes to Facebook, Inc.'s rough start, the loudest howls are coming from ...",Negative,Negative
772,SAN FRANCISCO (MarketWatch)â€”Don't hit the â€˜share' button on any items on your Facebook page this week. Morgan Stanley or your broker may end up dropping a real share of the social media giant in your portfolio. And nobody wants that.,Negative,Negative
773,"SAN FRANCISCO (MarketWatch) â€” The recent comeback of the tech IPO is over. Gone, up in smoke, after the debacle that was the highly-anticipated-but-ultimately-botched $16-billion debut of Facebook Inc. (FB, US)",Negative,Negative
774,"SAN FRANCISCO (MarketWatch) â€” Corsair Components Inc., which makes computer storage memory and gaming products, and Tria Beauty Inc., whose laser-hair removal and esthetic products are likely to been seen in late-night infomercials, might ...",Negative,Negative
775,SAN FRANCISCO (MarketWatch) â€” The controversy over Facebook Inc.'s initial public offering touches on language used in regulatory filings called â€œrisk factors.â€,Negative,Negative
776,"SAN FRANCISCO (MarketWatch) â€” Tech stocks managed to put in a mildly upbeat session Friday afternoon ahead of the Memorial Day weekend, although the boost didn't extend to Facebook Inc.",Negative,Negative
777,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. considered conducting its initial public offering using an auction method, but â€œmissed an opportunityâ€ by deciding to go with a conventional offering.",Negative,Negative
778,"MARKETWATCH FRONT PAGE Bill Hambrecht, Google's auction banker, says that Facebook and CEO Mark Zuckerberg missed a valuable opportunity, writes John Shinal.",Negative,Negative
779,"MENLO PARK, Calif. (MarketWatch) â€” You can't visit the Facebook Inc. headquarters without seeing or hearing the word â€œhackâ€ or â€œhacker.â€ The term, which is often used to refer to malicious programming, types of online fraud or breaking into ...",Negative,Negative
780,"SAN FRANCISCO (MarketWatch) â€” While many Americans spent Memorial Day honoring the nation's war dead, one has to wonder whether Facebook Inc. used the holiday to remember the good old days prior to the company going public on May 18.",Negative,Negative
781,"NEW YORK (MarketWatch) â€” Mark Zuckerberg has 900 million friends. He has billions of dollars socked away. And, lucky fellow, he just got hitched to his college sweetheart. You'd think he has it all.",Negative,Negative
782,"SAN FRANCISCO (MarketWatch) â€” Technology stocks were mostly in the red Wednesday, as shares of Facebook Inc. dipped below $28 as the social networking giant's stock continued to struggle after its initial public offering.",Negative,Negative
783,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc.'s shares slumped to a record closing price on Friday, this time falling below the initial price range that was set when it began the quest for its stock market debut.",Negative,Negative
784,NEW YORK (MarketWatch) â€” One of the more interesting news nuggets is the Nasdaq's plan to compensate parties who were subjected to technical snafus during initial trading on Facebook's initial public offering.,Negative,Negative
785,"Facebook Inc.'s IPO debacle is not responsible for global warming or not a sign of the apocalypse. It isn't the â€œstock story that changes everything,â€ the â€œtrigger to the final fall of the American empireâ€ or any of ...",Negative,Negative
786,"WASHINGTON (MarketWatch) â€” In the wake of concerns about a lack of disclosure in Facebook Inc.'s controversial initial public offering last month, regulatory observers urged policy makers on Wednesday to require companies to make road-show ...",Negative,Negative
787,"WASHINGTON (MarketWatch) â€” In the wake of the controversial initial public offering from Facebook Inc. last month, participants at a congressional hearing Tuesday are expected to raise questions about the regulatory rules and whether there ...",Negative,Negative
788,SAN FRANCISCO (MarketWatch) â€” A market for initial public stock offerings that has cooled in the aftermath of Facebook Inc.'s IPO could see its first signs of reawakening this week when cloud-based software company ServiceNow Inc. makes its ...,Negative,Negative
789,SAN FRANCISCO (MarketWatch) â€” Facebook Inc. saw its shares fall further Wednesday morning as underwriters to its controversial IPO last month kicked off coverage of the stock with notably mixed views.,Negative,Negative
790,"SAN FRANCISCO (MarketWatch) â€” The market for initial public offerings may be warming up with two relatively high-profile deals setting price terms on Monday, nearly two months after Facebook's highly controversial debut chilled the market.",Negative,Negative
791,"NEW YORK (MarketWatch) â€” Financial stocks declined on Tuesday, with Nasdaq OMX Group Inc. shares losing ground after Swiss bank UBS AG said it would begin legal proceedings against the exchange operator over its handling of Facebook Inc.'s ...",Negative,Negative
792,"SAN FRANCISCO (MarketWatch) â€” Facebook Inc. shares fell to a record low on Tuesday, as an analyst offered a mixed view of the social-networking giant's growth potential.",Negative,Negative
793,"Following a week where Facebook Inc. and Zynga Inc. both disappointed investors in their earnings releases, investors interested in new Internet companies need to understand why valuations aren't driving any of these ...",Negative,Negative
794,"SAN FRANCISCO (MarketWatch) â€” The following is a letter from Facebook Chief Executive Mark Zuckerberg, included in the social-networking firm's IPO filing with the Securities and Exchange Commission late Wednesday.",Negative,Negative
795,"Facebook Wednesday filed for an initial public offering to raise up to $5 billion in a deal that could ultimately value the social network at an estimated $75 billion to $100 billion. Though less than the $10 billion rumored, the ...",Negative,Negative
796,"In yesterday's MediaPost ""Social Media Insider,"" David Berkowitz eloquently wrote of the recent purchase of Instagram by Facebook under the headline <a ...",Negative,Negative
797,"Facebook has http://online.wsj.com/article/SB10001424052702304746604577382210530114498.html?mod=WSJ_hp_LEFTTopStoriesset the price range for its IPO at $28 to $35 a share, according to a new regulatory filing. That would mean the social ...",Negative,Negative
799,"Don't look for him on TLC, but Mark Zuckerberg could soon learn a very costly lesson in ""What not to wear."" Taking Facebook's IPO roadshow to New York, this week, at least one analyst chided the young mogul for wearing his signature hoodie. ...",Negative,Negative
800,"Facebook increased the size of its IPO by almost 25% and could raise it as much as $16 billion, reports Reuters. Facebook is adding about 84 million shares to its IPO, floating about 421 million shares in an offering expected to be priced ...",Negative,Negative
801,"Bloggers and reporters who write about social media have often been accused of overstating its importance relative to other things like food, water, and shelter. But the widespread angst provoked by Facebook's somewhat-lackluster initial ...",Negative,Negative
802,"No wonder Mark Zuckerberg put off an IPO for so long. Raising more questions about Facebook's future, we're now learning that a Morgan Stanley analyst quietly reduced his revenue forecast in the run up to the social net's big event. Coming ...",Negative,Negative
803,"(The following verses are composed of quotes from bloggers, analysts and other commentators.) It's going to be a bumpy ride: look at the valuation... boy it was awfully rich. At the moment it's not living up to the hype, there must have ...",Negative,Negative
804,"Business fundamentals aside, Web watchers are now wondering whether Facebook can recover from its flubbed IPO. Facebook, its underwriters, including Morgan Stanley, and founder Mark Zuckerberg, are facing multiple lawsuits alleging that the ...",Negative,Negative
805,"Maybe this week, I should be writing about Pinterest or something, especially considering that, for the first time, I got a postcard in the mail from a national retailer urging me to ""Follow them on Pinterest."" (It was ...",Negative,Negative
806,"With Facebook's big day looming, Web watchers are dissecting the company's IPO plans, its bold financial projections, and the risks that investors will assume. ""Facebook is betting its growth prospects will persuade investors to pay 99 ...",Negative,Negative
807,"Facebook is expected to file paperwork with the U.S. Securities and Exchange Commission this morning for a $5 billion initial public stock offering, Reuters reports.",Negative,Negative
808,"Facebook Inc. reported its first quarter-to-quarter revenue slide in at least two years, a sign the social network's growth may be cooling as it prepares to go public, Reuters reports.",Negative,Negative
809,"Facebook Inc. set the price range for its IPO at between $28 and $35 per share, the company said in a regulatory filing Thursday, the Silicon Valley/San Jose Business Journal reports.",Negative,Negative
810,"Facebook just increased the price at which it plans to sell stock to the public, from a range of $28-$35 per share to $34-$38. At the upper end of the range, the IPO will raise about $12.8 billion for the company, with CEO Mark Zuckerberg ...",Negative,Negative
811,"Facebook Inc. sold its shares in an initial public offering Thursday afternoon at $38 a share, raising $16 billion in the biggest tech IPO in history, the Silicon Valley/San Jose Business Journal reports.",Negative,Negative
812,"Shares of Facebook Inc. sunk to a new low Tuesday, trading more than 20 percent under the price they sold for in the initial public offering on May 18, the Silicon Valley/San Jose Business Journal reports.",Negative,Negative
814,"Good news was bad news again Tuesday for Facebook Inc. as its shares fell to new lows after an analyst upgraded the stock,  Silicon Valley / San Jose Business Journal reports.",Negative,Negative
815,USA TODAY reports that while Facebook Inc. has largely been a dud since its IPO -- shares have shed 27 percent of their value since going public -- its performance may a better indicator of a trend that goes back 12 months.,Negative,Negative
816,A state official issued a subpoena to an investment bank in an effort to investigate its handling of Facebook's initial public offering last week.,Negative,Negative
817,"Facebook filed on Wednesday to raise a targeted $5 billion in a hotly anticipated initial public offering, setting the stage for Silicon Valley's biggest-ever IPO.",Negative,Negative
818,"If ""Facebook For Dummies"" helped you find friends and post pictures on the world's No. 1 online social network, then consider ""Facebook IPO Confidential"" which purports to teach you ""How To Get Rich With The IPO Of The Century.""",Negative,Negative
819,"The U.S. Senate Banking Committee is reviewing ""issues raised in the news"" regarding Facebook's botched initial public offering, a Democratic Senate Banking aide said on Wednesday.",Negative,Negative
824,"Facebook increased the size of its initial public offering by almost 25 percent, and could raise as much as $16 billion as strong investor demand for a share of the No.1 social network trumps debate about its long-term potential to make ...",Negative,Negative
826,Looking to get in on the frenzy surrounding Facebook IPO? Searching for your golden ticket? Hunting for your piece of this billion-dollar pie?,Negative,Negative
828,Facebook Inc.'s initial public offering has prompted a dash to the courthouse by plaintiffs attorneys representing shareholders who invested in the social media giant.,Negative,Negative
829,Reports on Monday said that Facebook Inc. is about to stop taking orders for its initial public offering two days early and could raise the price on Tuesday.,Negative,Negative
830,Facebook Inc. said Tuesday it will offer more shares in its initial public offering and it raised the price target for its stock to between $34 and $38.,Negative,Negative
831,"Facebook Inc. stock showed signs that it might pull out of its debut dive Wednesday, but questions about the initial public offering look like they will stick around.",Negative,Negative
832,"A small Minneapolis wedding photography business nabbed a mention in Facebook's widely-anticipated IPO filing. The social-networking giant cited CM Photographics as an example of Facebook's ""relevance"" in the market. CM was one of ...",Negative,Negative
833,"Facebook will go public on May 18, a published report says, in one of the most highly anticipated tech initial public offerings since Google went public in August 2004.",Negative,Negative
834,"NEW YORK â€” Facebook, the company that turned the social Web into a cultural and business phenomenon, is worth as much as $95 billion, according to the price range for its upcoming initial public offering of stock.",Negative,Negative
835,"Facebook's initial public offering of stock is shaping up to be one of the largest ever. The world's definitive online social network is raising at least $16 billion, a big windfall for a company that began eight years ago with no way to ...",Negative,Negative
836,"It's Facebook's big day. The site, which was born in a dorm room eight years ago and has grown into a worldwide network of almost a billion people, is making the most talked-about stock market debut in years.",Negative,Negative
837,"Facebook made an important status update Wednesday â€” filing paperwork with the Securities and Exchange Commission to go public. The goal of the initial public offering is to raise some $5 billion, which would make it the largest initial ...",Negative,Negative
838,"Social media giant Facebook will be traded on Nasdaq under the ticker symbol FB,  The New York Times  reports, citing anonymous sources. The Times reports that Facebook has more than 800 million users and $3.7 billion in revenue. It is ...",Negative,Negative
839,A high-ranking Nasdaq official reportedly said Tuesday that the exchange wouldn't have gone forward with Facebook Inc.'s public offering had it known in advance of the technical problems it faced.,Negative,Negative
840,"Shareholders named  Mark Zuckerberg, Facebook, and banks including  Morgan Stanley in a lawsuit in Federal District Court in Manhattan Wednesday. A similar lawsuit was filed Tuesday in a California State court.",Negative,Negative
842,"Facebook warned that burdensome regulation and other challenges could mean â€œthere is no guaranteeâ€ that the social network won't go the way of competitors like MySpace or Friendster, according to documents the company filed on Wednesday as ...",Negative,Negative
843,"Facebook Inc. is planning to start pitching its stock to investors on Monday, and may set its initial public offering for May 18, the Wall Street Journal reports, citing ""people familiar with the matter"".",Negative,Negative
844,"Facebook set a price range of $28 to $35 for its initial public offering of stock on Thursday, AP reported. That could raiseÂ as much as $11.8 billion -- higher than any other IPO, insluding Google's.",Negative,Negative
845,"California and the federal government stand to reap rich tax paydays from the Facebook IPO, reports the Los Angeles Times.Â  Yahoo to investigate background of CEO Scott Thompson after false education credential comes to light, reports the ...",Negative,Negative
846,"LightSquared gets another week to negotiate its debt before going into default, Bloomberg reports. Investors looking at Facebook's IPO will be wondering about privacy issues, The Washington Post reports.",Negative,Negative
847,"The judge in Oracle's intellectual property infringement trial denied the company's bid to throw out Google's claim to fair use, IDG News reports.",Negative,Negative
848,"Amid the frenzy to buy a piece of Facebook as it prepares to go public, some seasoned investors are still questioning whether the social networking service can live up to the expectations, according to the Wall Street Journal.",Negative,Negative
849,"FacebookÂ raised $16 billion on Thursday, gathering $38 a share in an initial public offering that valued it at $104 billion, the New York Times reports.",Negative,Negative
850,"Sen. Carl Levin sounds off on Facebook's $16 billion tax deduction, the Washington Post reports.Â  Facebook shares are to open in a market roiled by concerns about European debt, the Wall Street Journal reports.",Negative,Negative
851,"When trading starts in Facebook's initial public offering on Friday, it will be just another step the social-networking service has taken in its evolution from a hot Silicon Valley start-up to tech establishment.",Negative,Negative
852,"The Wall Street Journal analyzes what went wrong with Facebook's initial public offering. As its stock price continues to fall, one analyst says Facebook's stock may only be worth $10 a share, according to Reuters.Â  Meanwhile, at least one ...",Negative,Negative
853,"The Senate Banking and House Financial Services committees on Wednesday both announced probes into how Facebook and bank analysts handled the social network's initial public offering.""The Financial Services Committee is gathering ...",Negative,Negative
854,"A high-profile Silicon Valley startup adviser saysthat Facebook's botched IPO will make it harder for start-ups to raise money, The Wall Street Journal reports.",Negative,Negative
